Title,Type,BodyPart,Equipment,Level,BodyPartPic,ExercisePic
Standing cable twist,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
30 Cable Rope Crunch,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
30 Cable Rope Oblique Crunch,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Cable lying twist on ball,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
30 Cable Pallof Press,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
30 Cable Reverse Crunch On Ball,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
30 Cable Reverse Crunch,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Tyler Holt Cable Torso Twist,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Single-Arm Cable Outward-Facing Biceps Curl,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Biceps Rope Curl,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Kneeling Cable Crunches,Strength,Abdominals,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Ab Crunch Machine,Strength,Abdominals,Machine,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Smith machine straight-legged hip raise,Strength,Abdominals,Machine,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Machine crunch,Strength,Abdominals,Machine,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
AM Ab Machine,Strength,Abdominals,Machine,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Smith machine V-up,Strength,Abdominals,Machine,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Elbow plank,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Bottoms Up,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Spider crawl,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Cocoons,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Cross-Body Crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Elbow-to-knee crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Decline Crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Hanging toes-to-bar,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Hanging Oblique Knee Raise,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Gorilla Chin/Crunch,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Hanging leg raise,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Mountain climber,Plyometrics,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Ab bicycle,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
3/4 sit-up,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Reverse crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Crunches,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Dead bug reach,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Crunch - Hands Overhead,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
V-up,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Stomach Vacuum,Stretching,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Russian twist,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Flat Bench Lying Leg Raise,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Knees tucked crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Butt-Ups,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Feet-elevated oblique crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Bent-knee reverse crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Alternating heel-touch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Suspended Reverse Crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Lying bench reverse crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Sit-up,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Side Bridge,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Lying oblique crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Janda Sit-Up,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Leg Pull-In,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Side Jackknife,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Scissor Kick,Stretching,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Toe Touchers,Stretching,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Lower Back Curl,Stretching,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Exercise ball torso rotation,Stretching,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Seated Overhead Stretch,Stretching,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Overhead Stretch,Stretching,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Seated Scissor Kick,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Partner resistance standing twist,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Cross Crunch,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Full Moon,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Hanging knee raise with manual resistance,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Straight-Legged Hip Raise,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Wall mountain climber,Plyometrics,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Skin The Cat To Push-Up,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Partner lying leg raise with lateral throw down,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Hanging leg raise with throw down,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Partner sit-up with high-five,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Exercise ball knee roll-in,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Partner lying leg raise with throw down,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Crab toe-touch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Side kick-through,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Partner target sit-up,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Suspended Crunch,Strength,Abdominals,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Jump Lunge,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Side plank hip dip,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Elbow plank jack,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Exercise ball V-up,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Standing torso twist stretch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Slalom jumps,Plyometrics,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Bear crawl,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Crab single-arm reach,Stretching,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Side lunge cross-body heel-touch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Alligator Crawl,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Lying cross-over lower back stretch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Half bird dog,Stretching,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Shoulder tap,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Double crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Flutter kick,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Sprawl,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Spider plank jack,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Pillar-To-Plank,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Alternating High Knee Raise,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Sumo Squat Pulse,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Line-Drill Foot Work,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Plank Fire Hydrants,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Banded jumping jack,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Shin hug,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Bear Crawl Fire Feet,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Bear crawl up-down,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Crab Kick,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Bear crawl hold,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Traveling bear crawl,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Single-leg V-up,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Bear Crawl Shoulder Tap,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Alternating single-leg sprawl,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Wide mountain climber,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Plank leg raise,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Glute bridge step-out,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Knee up-down,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Sprawl,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Reach crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Push-Up Plank Hold,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Hollow-Body Rock,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
V-up plus knee-to-chest combo,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Side plank lateral raise,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Superhero burpee,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Hollow-body abduction,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Hollow Hold,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Tip-toe crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Knee-to-nose pulse,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Plank walk-out,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR V-Up,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Long sit-up,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Breakdancer,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Seated leg lift,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Gorilla burpee,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Knee-in to V-out,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Bear crawl push-up,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Front Step,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Plank reach,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Eiffel Tower leg raise,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Straight-arm plank,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Plank up-down,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Frog kick,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Knees to Chest,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Front kick-through,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Sit-Up,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Leg Lift,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
TBS Toes-to-bar,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
FYR Mountain Climber,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Roman Chair Side Ups,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Push-Up Roll Out - Gethin Variation,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Cross-Body Crunch - Gethin Variation,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Decline leg lift with twist,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Hanging Leg Raise - Variation Gethin,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Butterfly crunch,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
Cross-body mountain climber,Strength,Abdominals,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-13.gif,
